Date,Open,High,Low,Close,Adj Close,Volume
2020-04-07,2.194583,2.261188,2.094438,2.154333,1.923036,78233454
2020-04-08,2.093000,2.142354,2.074792,2.122229,1.894379,56071651
2020-04-09,2.168708,2.170146,2.074792,2.074792,1.852034,96444637
2020-04-14,2.125104,2.127500,2.017292,2.032625,1.814395,81912698
2020-04-15,2.032625,2.034542,1.917625,1.917625,1.711742,130683830
2020-04-16,1.955000,1.976083,1.869708,1.886575,1.684025,74726755
2020-04-17,1.974167,1.974167,1.870667,1.877758,1.676155,91478406
2020-04-20,1.910917,1.910917,1.808375,1.869708,1.668969,79779248
2020-04-21,1.820833,1.830417,1.786908,1.792467,1.600021,58965928
2020-04-22,1.811250,1.854375,1.792083,1.844025,1.646044,56361286
2020-04-23,1.862042,1.932958,1.847667,1.913792,1.708320,99308363
2020-04-24,1.854375,1.892133,1.824667,1.824667,1.628764,55513920
2020-04-27,1.906125,1.906892,1.840958,1.887725,1.685052,46701840
2020-04-28,1.863958,2.019208,1.860317,1.978000,1.765635,79861533
2020-04-29,1.983750,2.081979,1.969854,2.074313,1.851607,68643204
2020-04-30,2.076708,2.104021,1.934396,1.952604,1.831247,120458238
2020-05-04,1.910917,1.925771,1.867600,1.877758,1.761053,75360653
2020-05-05,1.922417,1.955000,1.872583,1.908042,1.789455,64679090
2020-05-06,1.906317,1.918104,1.845942,1.855908,1.740561,49659329
2020-05-07,1.859358,1.889450,1.849392,1.877375,1.760694,40824255
2020-05-08,1.882550,1.924333,1.861083,1.914750,1.795746,32503278
2020-05-11,1.935833,1.972250,1.852458,1.860700,1.745055,46262468
2020-05-12,1.840192,1.899033,1.840192,1.873158,1.756739,37437662
2020-05-13,1.842300,1.853417,1.795533,1.795533,1.683938,58700122
2020-05-14,1.782500,1.819683,1.725000,1.793233,1.681781,112284656
2020-05-15,1.809908,1.823900,1.740333,1.757392,1.648168,65731156
2020-05-18,1.794575,1.852075,1.765250,1.850542,1.735528,65886065
2020-05-19,1.897500,1.924333,1.717525,1.747233,1.638640,138520704
2020-05-20,1.744167,1.807608,1.702000,1.806267,1.694005,87949958
2020-05-21,1.780008,1.820833,1.758542,1.780775,1.670098,78564654
2020-05-22,1.758733,1.850542,1.737458,1.816808,1.703891,71483314
2020-05-25,1.849583,1.866067,1.822367,1.855908,1.740561,36162054
2020-05-26,1.899608,1.967937,1.890217,1.964583,1.842482,104703714
2020-05-27,1.993333,2.069042,1.983750,2.060417,1.932359,163041496
2020-05-28,2.060417,2.079583,1.985187,2.043646,1.916631,84254726
2020-05-29,2.011542,2.023042,1.932479,1.952604,1.831247,94033974
2020-06-01,2.004833,2.018729,1.950208,1.986146,1.862705,46868074
2020-06-02,1.998125,2.098750,1.978958,2.073354,1.944492,90360536
2020-06-03,2.104979,2.152896,2.082938,2.139479,2.006508,104291317
2020-06-04,2.120792,2.204167,2.090125,2.174938,2.039763,155656164
2020-06-05,2.232917,2.424583,2.231000,2.421708,2.271196,179073551
2020-06-08,2.395833,2.491667,2.373313,2.448542,2.296362,153582762
2020-06-09,2.433208,2.441354,2.323958,2.396313,2.247379,105918101
2020-06-10,2.436563,2.485917,2.307667,2.329229,2.184465,106533532
2020-06-11,2.213750,2.229083,2.112646,2.112646,1.981343,145378645
2020-06-12,2.081500,2.192667,2.071917,2.120792,1.988982,104574909
2020-06-15,2.014896,2.086292,2.012500,2.060896,1.932809,91745881
2020-06-16,2.131813,2.216146,2.087250,2.156250,2.022237,89181618
2020-06-17,2.150500,2.199375,2.120313,2.153375,2.019540,105297491
2020-06-18,2.129417,2.174458,2.057542,2.094917,1.964715,110590741
2020-06-19,2.127500,2.133729,2.055625,2.063292,1.935056,308358441
2020-06-22,2.049396,2.082938,2.024479,2.040771,1.913935,50640206
2020-06-23,2.069042,2.177333,2.049396,2.141396,2.008306,86341389
2020-06-24,2.125583,2.169667,2.046042,2.046042,1.918878,46782259
2020-06-25,2.041250,2.104021,2.004833,2.097313,1.966962,71505718
2020-06-26,2.125104,2.129417,2.033104,2.033104,1.906744,65801602
2020-06-29,2.041729,2.128938,2.018729,2.115042,1.983590,51935742
2020-06-30,2.100667,2.116958,2.039333,2.083896,1.954379,55657742
2020-07-01,2.085813,2.103542,2.032625,2.053708,1.926068,46316352
2020-07-02,2.092042,2.228125,2.073354,2.190271,2.054143,86761795
2020-07-03,2.188354,2.201292,2.111208,2.134688,2.002014,42074784
2020-07-06,2.214708,2.281792,2.204167,2.239625,2.100430,63384499
2020-07-07,2.213750,2.226208,2.173021,2.173021,2.037965,49532159
2020-07-08,2.152896,2.163438,2.116958,2.123667,1.991678,44230272
2020-07-09,2.142833,2.151458,2.082458,2.083896,1.954379,65119315
2020-07-10,2.060417,2.127500,2.055625,2.127500,1.995273,45390302
2020-07-13,2.170146,2.185000,2.126542,2.152417,2.018641,41570437
2020-07-14,2.141875,2.150979,2.100188,2.131333,1.998868,42544978
2020-07-15,2.149063,2.202729,2.085813,2.172542,2.037516,83717997
2020-07-16,2.169667,2.196500,2.143313,2.166313,2.031674,38014757
2020-07-17,2.158167,2.164875,2.097313,2.122708,1.990779,76359302
2020-07-20,2.117917,2.124625,2.081979,2.117917,1.986286,36951523
2020-07-21,2.135646,2.216146,2.093479,2.105938,1.975052,73291726
2020-07-22,2.103542,2.126542,2.049875,2.061375,1.933258,49731841
2020-07-23,2.066167,2.081500,2.021604,2.029750,1.903599,59291928
2020-07-24,2.013458,2.060417,1.999083,2.037417,1.910789,41808351
2020-07-27,2.022083,2.024958,1.966021,1.988542,1.864952,56736540
2020-07-28,1.980875,2.025438,1.978479,2.014896,1.889668,49491982
2020-07-29,1.983750,1.998125,1.897500,1.920021,1.800689,85772432
2020-07-30,1.920500,1.925771,1.795725,1.809717,1.697241,99273721
2020-07-31,1.833483,1.841725,1.733242,1.733242,1.625519,88986681
2020-08-03,1.744167,1.787675,1.692800,1.779625,1.669019,89381904
2020-08-04,1.803775,1.849583,1.788250,1.839617,1.725283,66751557
2020-08-05,1.849583,1.870858,1.797258,1.811250,1.698678,42250843
2020-08-06,1.800325,1.826392,1.761225,1.787292,1.676210,43262149
2020-08-07,1.772533,1.786333,1.725000,1.758350,1.649066,53876306
2020-08-10,1.796875,1.829842,1.779625,1.814892,1.702094,63752024
2020-08-11,1.830992,1.924812,1.830992,1.918583,1.799341,72927216
2020-08-12,1.916667,1.963146,1.903825,1.905167,1.786759,55336486
2020-08-13,1.884850,1.926250,1.866450,1.866450,1.750448,40406162
2020-08-14,1.858017,1.859167,1.789400,1.846900,1.732113,51759295
2020-08-17,1.838850,1.866642,1.808375,1.812017,1.699398,39663919
2020-08-18,1.799558,1.851692,1.784800,1.798792,1.686995,36795007
2020-08-19,1.787483,1.853608,1.780392,1.853608,1.738404,25485366
2020-08-20,1.817000,1.817192,1.776558,1.776558,1.666143,40698269
2020-08-21,1.784992,1.796875,1.725958,1.751067,1.642236,50665297
2020-08-24,1.769275,1.818917,1.763525,1.818917,1.705869,34871042
2020-08-25,1.847475,1.881208,1.814700,1.816233,1.703352,48007338
2020-08-26,1.803583,1.851692,1.796875,1.840575,1.726181,22642268
2020-08-27,1.832717,1.835208,1.783075,1.820450,1.707307,42121969
2020-08-28,1.834633,1.890025,1.821025,1.880250,1.763390,53372983
2020-08-31,1.897500,1.907083,1.785183,1.785183,1.674232,50831606
2020-09-01,1.820833,1.822942,1.755667,1.792083,1.680703,61740734
2020-09-02,1.794767,1.805883,1.739758,1.748192,1.639540,50759460
2020-09-03,1.772917,1.830417,1.754133,1.766208,1.656436,60105148
2020-09-04,1.801667,1.852458,1.783267,1.826200,1.712699,84676596
2020-09-07,1.852075,1.875458,1.800708,1.833100,1.719170,45383638
2020-09-08,1.837317,1.868750,1.774833,1.778283,1.667760,49676720
2020-09-09,1.780967,1.811250,1.750875,1.806267,1.694005,65541590
2020-09-10,1.805117,1.810483,1.753175,1.768700,1.658773,70817252
2020-09-11,1.769083,1.770617,1.725000,1.730175,1.622643,67300185
2020-09-14,1.749342,1.753750,1.708708,1.738417,1.630372,47388461
2020-09-15,1.727875,1.748000,1.707942,1.719058,1.612217,58317486
2020-09-16,1.731900,1.732858,1.667500,1.722317,1.615273,73821401
2020-09-17,1.683792,1.703533,1.665583,1.688583,1.583635,58485357
2020-09-18,1.686092,1.686667,1.605017,1.624758,1.523777,243662750
2020-09-21,1.601950,1.601950,1.516850,1.523750,1.429047,109821767
2020-09-22,1.570325,1.571667,1.485417,1.495383,1.402443,102761793
2020-09-23,1.508225,1.546558,1.473533,1.473533,1.381951,89346211
2020-09-24,1.444017,1.502475,1.439417,1.481583,1.389501,89977785
2020-09-25,1.497875,1.523558,1.467017,1.485033,1.392736,61836173
2020-09-28,1.521642,1.586233,1.508800,1.586233,1.487647,77060993
2020-09-29,1.564000,1.564000,1.518958,1.525858,1.431024,51702194
2020-09-30,1.495000,1.558825,1.487525,1.532950,1.437675,63638344
2020-10-01,1.563425,1.564767,1.499983,1.514167,1.420060,56669078
2020-10-02,1.491550,1.520875,1.478325,1.512825,1.418801,61718768
2020-10-05,1.533333,1.556333,1.518575,1.541958,1.446123,51445961
2020-10-06,1.540233,1.650442,1.528733,1.637983,1.536180,84277118
2020-10-07,1.619967,1.635875,1.607317,1.616708,1.516228,52576217
2020-10-08,1.631467,1.662325,1.627250,1.644500,1.542292,48935255
2020-10-09,1.647375,1.659833,1.612108,1.623417,1.522520,66656428
2020-10-12,1.617283,1.634533,1.588533,1.599267,1.499871,38805814
2020-10-13,1.596008,1.599267,1.541383,1.546175,1.450078,44692023
2020-10-14,1.550583,1.583167,1.538508,1.548283,1.452055,43728397
2020-10-15,1.533333,1.536400,1.495958,1.533525,1.438215,51968198
2020-10-16,1.543108,1.585083,1.503817,1.574158,1.476322,63773920
2020-10-19,1.575692,1.611917,1.558250,1.584892,1.486389,46426979
2020-10-20,1.568792,1.654275,1.565917,1.628783,1.527552,67774651
2020-10-21,1.665583,1.676125,1.599075,1.599075,1.499690,58815285
2020-10-22,1.584700,1.625142,1.564958,1.617092,1.516588,70560047
2020-10-23,1.622650,1.686667,1.619775,1.671333,1.567457,57002845
2020-10-26,1.627633,1.679192,1.623033,1.651017,1.548404,53051933
2020-10-27,1.705833,1.732667,1.620542,1.626867,1.525755,92848653
2020-10-28,1.590833,1.630125,1.560550,1.575308,1.477401,89028128
2020-10-29,1.596583,1.627825,1.560167,1.591408,1.492500,70005492
2020-10-30,1.581250,1.645458,1.577225,1.639517,1.537619,74623634
2020-11-02,1.661942,1.708325,1.640667,1.708325,1.602150,50483841
2020-11-03,1.724808,1.774642,1.706600,1.774642,1.664346,88000563
2020-11-04,1.714458,1.738800,1.683792,1.702000,1.596219,79084593
2020-11-05,1.715417,1.764675,1.665967,1.754325,1.645292,90971165
2020-11-06,1.746658,1.781542,1.704492,1.712542,1.606106,54599130
2020-11-09,1.730942,2.048917,1.716950,2.041729,1.914833,208230609
2020-11-10,2.041250,2.217104,2.028313,2.217104,2.079308,255995304
2020-11-11,2.216625,2.252083,2.144271,2.250646,2.110766,158788693
2020-11-12,2.185000,2.225250,2.165354,2.221417,2.083353,94613361
2020-11-13,2.200333,2.311021,2.192667,2.286583,2.144469,104636048
2020-11-16,2.400000,2.440000,2.333500,2.351000,2.204882,151831363
2020-11-17,2.327000,2.379000,2.283000,2.368000,2.220826,87341652
2020-11-18,2.344500,2.369500,2.320000,2.362000,2.215199,63448609
2020-11-19,2.325000,2.339000,2.286000,2.324500,2.180029,63700057
2020-11-20,2.327500,2.350500,2.311500,2.336500,2.191284,56329295
2020-11-23,2.358500,2.386500,2.336000,2.354500,2.208165,55673682
2020-11-24,2.380000,2.483500,2.370000,2.483500,2.329147,74449494
2020-11-25,2.500000,2.520000,2.407500,2.461500,2.308515,68996058
2020-11-26,2.437500,2.450000,2.398500,2.427500,2.276628,64613614
2020-11-27,2.395500,2.474500,2.387000,2.465000,2.311797,68378162
2020-11-30,2.438000,2.455500,2.385500,2.417500,2.267249,98260002
2020-12-01,2.440000,2.558500,2.438000,2.558500,2.399486,134247828
2020-12-02,2.551000,2.690000,2.533500,2.680000,2.513435,102234301
2020-12-03,2.664500,2.722500,2.630500,2.707500,2.539226,70036457
2020-12-04,2.700000,2.862000,2.692000,2.862000,2.684123,112272247
2020-12-07,2.830000,2.832500,2.704000,2.726000,2.556576,80726643
2020-12-08,2.718000,2.785500,2.700500,2.771500,2.599248,60260390
2020-12-09,2.765000,2.793500,2.724000,2.725500,2.556107,44851636
2020-12-10,2.750000,2.762000,2.601000,2.648000,2.483423,73696249
2020-12-11,2.648000,2.658000,2.525500,2.575000,2.414961,99059514
2020-12-14,2.636000,2.686000,2.612000,2.623000,2.459977,56773854
2020-12-15,2.623000,2.735000,2.601000,2.704500,2.536412,66776888
2020-12-16,2.670000,2.735000,2.652500,2.679000,2.512497,53532238
2020-12-17,2.700000,2.714500,2.658000,2.688500,2.521406,56463952
2020-12-18,2.665000,2.713500,2.578500,2.578500,2.418243,197256695
2020-12-21,2.459500,2.513000,2.410000,2.451000,2.298667,136970378
2020-12-22,2.475000,2.540000,2.464500,2.531000,2.373695,40264148
2020-12-23,2.532000,2.630000,2.522500,2.619500,2.456695,76461512
2020-12-24,2.639500,2.676500,2.630000,2.670000,2.504056,27302039
2020-12-28,2.700000,2.712000,2.567000,2.590500,2.429497,32046821
2020-12-29,2.610000,2.634500,2.564000,2.591500,2.430435,26968286
2020-12-30,2.579500,2.615500,2.575000,2.575000,2.414961,26266641
2020-12-31,2.541500,2.572500,2.531000,2.538000,2.380260,14716870
2021-01-04,2.592000,2.597500,2.514000,2.566500,2.406989,61027452
2021-01-05,2.533500,2.593500,2.528000,2.575500,2.415430,34085777
2021-01-06,2.649500,2.792500,2.629500,2.752500,2.581429,73687945
2021-01-07,2.769500,2.800000,2.701000,2.793000,2.619411,54802375
2021-01-08,2.800000,2.800000,2.710000,2.760000,2.588462,63402423
2021-01-11,2.766500,2.843500,2.745500,2.810000,2.635355,96157126
2021-01-12,2.830000,2.866000,2.813000,2.849500,2.672400,53299177
2021-01-13,2.840000,2.852500,2.810500,2.832000,2.655988,39255989
2021-01-14,2.830000,2.853500,2.786000,2.801000,2.626915,56732296
2021-01-15,2.781500,2.835000,2.704500,2.720500,2.551417,102873900
2021-01-18,2.700000,2.750000,2.692000,2.738000,2.567830,67986442
2021-01-19,2.768000,2.771000,2.684000,2.684000,2.517186,51587855
2021-01-20,2.730000,2.735000,2.662500,2.688500,2.521406,56048675
2021-01-21,2.700000,2.716500,2.640000,2.640000,2.475921,83061544
2021-01-22,2.606000,2.610000,2.548000,2.581000,2.420588,82196849
2021-01-25,2.598500,2.618500,2.475500,2.490000,2.335243,50395819
2021-01-26,2.491500,2.561000,2.485500,2.532500,2.375102,39204006
2021-01-27,2.510000,2.524000,2.422000,2.432500,2.281317,55168498
2021-01-28,2.405000,2.497000,2.375000,2.481500,2.327271,48708942
2021-01-29,2.430000,2.451000,2.388000,2.415000,2.264905,67089538
2021-02-01,2.457500,2.473500,2.412000,2.417000,2.266780,59245603
2021-02-02,2.438000,2.561500,2.431500,2.537000,2.379322,74092009
2021-02-03,2.628000,2.665500,2.545500,2.554000,2.395266,65670840
2021-02-04,2.570000,2.704500,2.538500,2.690000,2.522813,91259735
2021-02-05,2.680500,2.788500,2.652000,2.788000,2.614722,84329439
2021-02-08,2.823500,2.859500,2.782000,2.845000,2.668180,78450275
2021-02-09,2.840000,2.846000,2.805000,2.832000,2.655988,48848870
2021-02-10,2.850000,2.880000,2.790000,2.837500,2.661146,45426840
2021-02-11,2.828000,2.851000,2.767000,2.796500,2.622694,36747505
2021-02-12,2.791000,2.796000,2.723500,2.795000,2.621287,43483237
2021-02-15,2.848000,2.925000,2.827000,2.910000,2.729140,57157904
2021-02-16,2.910000,2.920000,2.862500,2.911500,2.730546,58425475
2021-02-17,2.910000,2.975000,2.873500,2.894500,2.714603,56926630
2021-02-18,2.891000,2.919500,2.837000,2.855500,2.678027,48245903
2021-02-19,2.880000,2.994000,2.840000,2.975500,2.790569,71782024
2021-02-22,2.950000,2.950000,2.851500,2.895500,2.715541,57631313
2021-02-23,2.900000,2.967500,2.891500,2.950500,2.767123,55913983
2021-02-24,2.942500,2.972500,2.903000,2.962500,2.778377,43189381
2021-02-25,2.990000,3.068000,2.955500,2.965500,2.781191,74886602
2021-02-26,2.899000,2.959500,2.870500,2.897500,2.717417,60359143
2021-03-01,2.940000,2.969000,2.902000,2.920000,2.738518,35794286
2021-03-02,2.890000,2.941000,2.871000,2.892500,2.712727,38527302
2021-03-03,2.919000,3.007000,2.906000,2.944500,2.761496,70166476
2021-03-04,2.920000,2.958000,2.891500,2.942000,2.759151,47437353
2021-03-05,2.948000,3.039000,2.903500,2.980000,2.794789,123632071
2021-03-08,3.030000,3.063000,2.987000,3.054500,2.864659,51346602
2021-03-09,3.038500,3.039000,2.915000,2.973500,2.788693,75725038
2021-03-10,2.955000,3.002500,2.932500,2.961500,2.777439,49376299
2021-03-11,2.965000,2.985000,2.854000,2.919500,2.738050,42499131
2021-03-12,2.901500,2.980000,2.900000,2.973500,2.788693,35015714
2021-03-15,2.980000,3.025000,2.901000,2.931000,2.748835,44504469
2021-03-16,2.949500,2.977000,2.887000,2.914500,2.733360,49273341
2021-03-17,2.916500,2.954000,2.895000,2.927000,2.745083,41665238
2021-03-18,2.950500,3.017000,2.944500,2.986000,2.800416,76321718
2021-03-19,2.950000,2.969000,2.888000,2.891000,2.711321,89725250
2021-03-22,2.885000,2.902000,2.828500,2.842500,2.665835,44021407
2021-03-23,2.828000,2.874000,2.813500,2.860000,2.682247,34284672
2021-03-24,2.805000,2.877500,2.773000,2.877500,2.698660,54320565
2021-03-25,2.863000,2.876000,2.803000,2.855500,2.678027,33631077
2021-03-26,2.940000,2.967000,2.896000,2.896000,2.716010,48837965
2021-03-29,2.875500,2.908500,2.851000,2.864000,2.685999,37653210
2021-03-30,2.897000,2.948000,2.880500,2.941500,2.758682,35868164
2021-03-31,2.920000,2.938500,2.886000,2.897000,2.716948,44093608
2021-04-01,2.907500,2.910000,2.867500,2.883000,2.703818,26423239
2021-04-06,2.933000,2.967000,2.912000,2.924500,2.742738,42587454
2021-04-07,2.925000,2.964000,2.908500,2.950000,2.766654,41405003
2021-04-08,2.958500,2.971000,2.879000,2.922000,2.740394,33387402
2021-04-09,2.924500,2.941000,2.886000,2.903000,2.722575,32749030
2021-04-12,2.898000,2.937000,2.861500,2.907500,2.726795,40335823
2021-04-13,2.910000,2.945000,2.859000,2.880000,2.701004,46407008
2021-04-14,2.871000,2.919500,2.864500,2.908500,2.727733,33824829
2021-04-15,2.905500,2.923000,2.832500,2.839500,2.663022,34442258
2021-04-16,2.850000,2.897000,2.840000,2.874000,2.695378,37246275
2021-04-19,2.881000,2.978500,2.868000,2.965000,2.780722,75691120
2021-04-20,2.955000,2.971500,2.843500,2.851500,2.674276,79870076
2021-04-21,2.862000,2.891500,2.766500,2.817000,2.641920,70693560
2021-04-22,2.812000,2.858500,2.789500,2.845500,2.668649,24676034
2021-04-23,2.826000,2.873000,2.805500,2.847000,2.670056,88915260
2021-04-26,2.851000,2.922000,2.816000,2.914000,2.732891,55860827
2021-04-27,2.910000,3.060000,2.893500,3.060000,2.869817,81697547
2021-04-28,3.039500,3.145000,3.015000,3.142500,2.947190,74686360
2021-04-29,3.141000,3.213000,3.130000,3.198000,2.999240,73867252
2021-04-30,3.162500,3.220000,3.122000,3.215000,3.041336,51238824
2021-05-03,3.210000,3.220000,3.170500,3.197000,3.024309,88811746
2021-05-04,3.185500,3.250000,3.136500,3.159000,2.988361,55897091
2021-05-05,3.193000,3.225000,3.176000,3.225000,3.050796,34887809
2021-05-06,3.227000,3.256000,3.189000,3.218500,3.044647,39784669
2021-05-07,3.250000,3.255000,3.161000,3.216000,3.042283,54488970
2021-05-10,3.249000,3.339000,3.231500,3.306000,3.127421,56526024
2021-05-11,3.273000,3.291500,3.215000,3.250000,3.074446,48858497
2021-05-12,3.238500,3.301500,3.200500,3.287500,3.109920,56726675
2021-05-13,3.240000,3.279500,3.198500,3.264000,3.087689,50608456
2021-05-14,3.297000,3.360000,3.283500,3.353000,3.171882,53367128
2021-05-17,3.344000,3.373000,3.301500,3.331000,3.151071,51530142
2021-05-18,3.365000,3.397000,3.337000,3.370500,3.188437,47788347
2021-05-19,3.334500,3.398000,3.256000,3.292500,3.114650,68048199
2021-05-20,3.328500,3.335500,3.253000,3.318000,3.138773,32388494
2021-05-21,3.305500,3.380500,3.299500,3.369500,3.187491,52562485
2021-05-24,3.390000,3.393500,3.324000,3.358500,3.177085,26447428
2021-05-25,3.371000,3.417000,3.350500,3.374500,3.192221,33262158
2021-05-26,3.370000,3.379500,3.290000,3.354500,3.173301,45900643
2021-05-27,3.341500,3.469500,3.334000,3.447500,3.261278,68738777
2021-05-28,3.480000,3.489500,3.416500,3.450500,3.264115,38368295
2021-05-31,3.455000,3.460000,3.420000,3.424000,3.239047,16934515
2021-06-01,3.445000,3.486000,3.435000,3.478000,3.290130,26900954
2021-06-02,3.480000,3.492500,3.443000,3.475000,3.287292,55661078
2021-06-03,3.467000,3.509000,3.454000,3.506000,3.316618,49448792
2021-06-04,3.504000,3.508000,3.438000,3.442500,3.256548,43573892
2021-06-07,3.425000,3.473500,3.413500,3.461000,3.274048,33511549
2021-06-08,3.445500,3.470000,3.370500,3.398500,3.214925,52819898
2021-06-09,3.400000,3.423500,3.362500,3.381000,3.198370,105250013
2021-06-10,3.418000,3.508000,3.405000,3.446000,3.259859,61886842
2021-06-11,3.433000,3.441000,3.405000,3.434500,3.248980,26009851
2021-06-14,3.456000,3.467500,3.416000,3.437500,3.251818,38788194
2021-06-15,3.443000,3.443000,3.392000,3.426000,3.240939,46217059
2021-06-16,3.449000,3.455500,3.343000,3.364000,3.182288,38868740
2021-06-17,3.400000,3.475000,3.362000,3.362000,3.180396,106122630
2021-06-18,3.350000,3.368000,3.250500,3.288500,3.110866,168785625
2021-06-21,3.238500,3.295000,3.211500,3.280000,3.102825,49066696
2021-06-22,3.303500,3.303500,3.232500,3.287500,3.109920,42840277
2021-06-23,3.295000,3.331000,3.265500,3.275500,3.098568,28468283
2021-06-24,3.308000,3.357000,3.283000,3.318000,3.138773,27902570
2021-06-25,3.330000,3.359500,3.304000,3.355500,3.174247,29038150
2021-06-28,3.349500,3.357500,3.262500,3.262500,3.086271,23234650
2021-06-29,3.271000,3.308000,3.250500,3.274000,3.097149,22552387
2021-06-30,3.256000,3.265000,3.207000,3.219500,3.045594,43712554
2021-07-01,3.239000,3.313000,3.239000,3.289500,3.111812,24175718
2021-07-02,3.299000,3.304000,3.213000,3.222500,3.048432,26321915
2021-07-05,3.221000,3.286000,3.207000,3.265500,3.089108,22476658
2021-07-06,3.277000,3.290000,3.150500,3.162000,2.991199,30318460
